rcid,year,n_postings
872166,2024,1
872281,2024,1
872281,2025,1
872363,2024,4
872363,2025,11
872363,2026,1
872379,2021,8
872379,2022,1
872426,2024,6
872683,2023,1
872934,2025,6
873205,2021,5
873205,2022,7
873205,2023,9
873205,2024,14
873205,2025,53
873205,2026,14
873216,2022,3
873216,2023,14
873216,2024,21
873216,2025,16
873216,2026,2
873218,2025,1
873412,2021,2
873412,2022,12
873412,2023,1
873412,2024,3
873562,2024,1
873562,2025,1
873932,2020,6
873932,2021,20
873932,2022,40
873932,2023,69
873932,2024,40
873932,2025,23
873932,2026,5
874001,2024,1
874069,2024,1
874069,2025,1
874128,2023,1
874617,2023,1
874617,2024,1
874617,2025,1
874675,2021,18
874675,2022,8
874675,2023,7
874675,2024,3
874753,2024,1
874753,2025,5
874832,2023,1
874832,2025,2
874919,2022,1
874923,2020,1
874923,2021,4
874923,2022,3
874923,2023,2
874923,2024,2
874923,2025,7
874923,2026,4
875001,2021,3
875001,2022,5
875001,2023,6
875001,2024,2
875126,2020,12
875126,2021,110
875126,2022,477
875126,2023,545
875126,2024,245
875126,2025,211
875126,2026,26
875420,2021,6
875420,2022,10
875420,2023,4
875420,2024,6
875420,2025,7
875420,2026,1
875448,2021,1
875814,2021,3
875814,2022,1
875814,2024,1
875814,2025,8
875876,2021,1
876094,2021,1
876533,2023,3
876608,2020,1
876608,2021,14
876608,2022,20
876608,2023,40
876608,2024,44
876608,2025,92
876636,2022,1
876636,2023,3
876688,2025,1
876870,2024,1
877195,2021,1
877245,2023,1
877315,2021,1
877315,2022,4
877315,2023,10
877315,2025,11
877400,2022,1
877400,2023,3
877400,2024,3
877400,2025,1
877693,2024,2
877693,2025,7
877776,2023,1
877844,2025,1
878034,2022,1
878034,2023,8
878034,2024,43
878034,2025,155
878118,2025,4
878631,2023,5
878750,2022,2
878750,2023,2
878750,2024,3
878750,2025,2
878841,2023,3
878841,2025,2
878869,2023,1
878968,2021,1
879047,2022,3
879194,2021,4
879194,2022,12
879194,2023,28
879194,2024,17
879194,2025,26
879194,2026,6
879459,2024,2
879619,2023,1
879619,2024,2
879619,2025,6
879903,2021,1
880022,2022,8
880447,2024,1
880447,2025,7
880537,2024,1
880573,2022,1
880680,2022,4
880680,2023,13
880680,2024,12
880680,2025,3
880680,2026,1
880731,2025,1
881228,2025,1
881335,2024,7
881568,2025,19
881954,2021,2
881970,2025,1
881989,2023,1
881989,2024,5
881989,2025,3
882459,2023,1
882483,2025,2
882528,2022,3
882528,2023,3
882528,2024,43
882528,2025,104
882528,2026,12
882596,2026,2
882802,2023,3
882802,2024,5
882802,2025,4
882802,2026,2
883107,2025,1
883193,2021,1
883193,2022,18
883275,2021,1
883275,2022,1
883275,2023,10
883275,2024,31
883275,2025,31
883573,2023,2
883573,2024,10
883573,2025,1
883612,2021,12
883612,2022,6
883612,2023,1
883647,2020,9
883647,2022,4
883647,2023,16
883647,2024,45
883647,2025,66
883647,2026,9
883661,2023,2
883796,2021,1
884043,2022,2
884043,2023,2
884043,2024,1
884082,2021,7
884082,2024,1
884082,2025,2
884091,2022,3
884091,2023,10
884091,2024,30
884091,2025,22
884091,2026,8
884230,2020,1
884230,2021,1
884373,2022,4
884373,2023,1
884373,2024,1
884373,2025,6
884501,2023,2
884501,2024,4
884501,2025,1
884683,2021,1
884764,2024,1
885002,2023,2
885039,2024,3
885039,2026,1
885158,2023,3
885171,2022,4
885171,2023,1
885188,2023,1
885341,2023,1
885537,2021,1
885573,2024,1
885621,2024,1
885621,2025,2
885621,2026,2
885676,2023,2
885776,2025,3
885817,2022,1
885879,2025,6
886258,2023,3
886258,2024,3
886258,2025,2
886361,2022,1
886361,2023,3
886393,2025,1
886429,2020,1
886492,2025,1
886975,2021,56
886975,2022,111
886975,2023,197
886975,2024,104
886975,2025,44
887399,2021,8
887399,2022,6
887399,2023,2
887399,2024,7
887399,2025,8
887399,2026,3
887861,2026,1
888186,2023,1
888252,2024,1
888252,2025,7
888252,2026,1
889019,2020,1
889019,2021,10
889019,2022,3
889019,2023,37
889019,2024,8
889019,2025,15
889019,2026,2
889102,2024,9
889706,2024,1
889739,2020,4
889739,2021,16
889739,2022,21
889739,2023,62
889739,2024,83
889739,2025,48
889739,2026,12
890417,2023,8
890417,2024,4
890417,2025,1
890671,2025,1
890959,2023,6
890959,2024,2
890959,2025,5
891080,2023,3
891127,2023,1
891438,2020,1
891454,2024,1
891674,2024,8
891674,2025,6
892087,2025,1
892087,2026,1
892191,2022,1
892304,2025,3
892355,2021,3
892355,2025,2
892431,2026,2
892846,2021,1
892858,2023,6
892858,2024,11
892858,2025,5
892858,2026,4
892882,2025,3
892915,2025,3
893307,2022,1
893685,2022,2
893698,2022,1
893698,2024,2
893698,2025,18
893857,2023,2
893857,2025,4
894306,2021,2
894306,2022,1
894306,2023,3
894306,2024,3
894306,2025,8
894306,2026,1
894323,2022,1
894323,2023,3
894323,2025,9
894323,2026,7
894362,2021,1
894362,2022,2
894479,2025,4
894700,2024,1
894840,2025,7
894840,2026,3
895034,2023,2
895034,2024,4
895034,2025,7
895034,2026,1
895095,2021,7
895095,2022,21
895095,2023,32
895095,2024,6
895095,2025,28
895095,2026,8
895210,2023,2
895210,2024,14
895210,2025,4
895251,2022,1
895379,2023,5
895633,2022,1
895730,2021,2
895822,2021,2
895822,2022,1
895822,2023,2
895822,2024,1
896005,2021,2
896005,2024,9
896005,2025,10
896251,2024,1
896251,2025,6
896326,2024,2
896602,2023,2
896632,2025,1
896952,2021,3
897102,2026,2
897147,2025,5
897266,2023,1
897372,2020,1
897372,2021,14
897372,2022,71
897372,2023,121
897372,2024,118
897372,2025,125
897372,2026,20
897429,2024,1
897592,2022,2
897763,2024,1
897763,2025,1
897863,2022,1
897863,2023,1
897863,2024,1
898073,2021,9
898226,2024,1
898283,2025,7
898319,2024,1
898319,2025,12
898439,2025,3
898454,2023,6
898454,2024,11
898454,2025,103
898662,2021,1
898675,2021,2
898675,2022,1
898675,2023,16
898675,2024,42
898675,2025,14
898675,2026,3
898697,2025,2
898961,2026,1
899013,2022,3
899013,2023,1
899013,2024,4
899085,2024,1
899242,2022,1
899257,2025,1
899291,2023,1
899291,2025,1
899533,2021,10
899533,2022,7
899533,2024,2
899756,2023,1
899756,2025,2
899772,2024,2
899813,2025,1
899887,2021,1
900144,2023,4
900144,2024,1
900282,2022,1
900443,2024,2
900443,2025,8
900912,2021,1
900912,2022,3
900912,2023,1
900923,2022,1
900923,2023,4
900923,2024,2
900923,2025,2
900936,2021,1
901075,2022,1
901128,2021,2
901128,2022,4
901128,2024,1
901128,2025,3
901199,2022,1
901476,2021,1
901476,2022,1
901703,2023,8
901703,2024,3
901703,2025,3
901703,2026,3
901839,2025,7
902016,2024,1
902179,2021,2
902179,2022,2
902179,2023,4
902179,2024,1
902179,2025,1
902318,2025,2
902318,2026,2
902593,2021,1
902805,2025,1
902868,2025,1
902937,2022,22
903039,2025,4
903123,2023,1
903165,2022,1
903244,2024,4
903518,2016,1
903518,2017,1
903518,2020,1
903518,2021,3
903518,2022,1
903518,2023,1
903518,2025,1
903567,2022,3
903567,2023,11
903567,2024,20
903567,2025,20
903784,2020,1
903784,2021,8
903784,2022,4
903784,2023,17
903784,2024,32
903784,2025,49
903784,2026,6
904034,2024,1
904468,2026,1
904516,2021,5
904516,2022,8
904516,2024,6
904516,2025,11
904516,2026,1
904642,2025,13
904893,2023,4
904893,2024,1
904893,2025,8
904893,2026,8
904920,2024,10
904920,2025,63
905151,2023,3
905853,2022,1
905856,2023,1
905861,2024,2
905966,2023,1
905996,2025,2
906377,2019,1
906377,2020,19
906377,2021,100
906377,2022,342
906377,2023,399
906377,2024,260
906377,2025,371
906377,2026,72
906630,2020,30
906630,2021,166
906630,2022,521
906630,2023,637
906630,2024,505
906630,2025,449
906630,2026,175
906751,2023,5
906751,2024,7
906774,2024,1
906797,2021,7
906797,2022,22
906797,2023,32
906797,2024,17
906797,2025,7
906797,2026,1
906916,2023,2
906995,2023,8
906995,2024,2
906995,2025,1
906995,2026,1
907091,2025,5
907113,2022,3
907113,2023,3
907113,2024,7
907113,2025,11
907113,2026,5
907484,2022,1
907484,2023,12
907484,2024,4
907484,2025,10
907618,2024,1
907618,2025,1
907646,2024,3
907646,2025,5
907646,2026,3
907744,2024,2
907782,2022,1
907871,2020,2
907871,2021,1
907871,2022,2
907871,2025,3
907946,2023,10
907946,2024,1
908164,2023,21
908164,2024,8
908164,2025,20
908393,2025,1
908400,2026,2
908572,2025,1
908626,2022,1
908626,2023,1
908626,2025,1
908764,2025,1
908812,2021,1
908911,2025,1
909037,2024,1
909163,2023,9
909363,2023,30
909363,2024,43
909363,2025,21
909395,2022,1
909590,2024,1
909609,2021,4
909609,2022,2
909609,2024,1
909609,2025,1
909680,2023,1
909687,2025,3
909877,2022,1
909877,2023,1
910076,2025,1
910084,2022,1
910084,2023,1
910084,2024,6
910084,2026,2
910149,2025,3
910269,2025,7
910269,2026,2
910497,2024,1
911063,2025,2
911491,2025,4
911784,2024,14
911784,2025,42
911784,2026,7
912038,2022,26
912038,2023,10
912038,2024,3
912038,2025,2
912387,2025,1
912449,2023,2
912449,2024,3
912609,2024,8
912609,2025,58
912957,2021,11
912957,2022,70
912957,2023,74
912957,2024,83
912957,2025,151
912957,2026,23
912990,2025,1
913453,2024,1
913453,2025,7
913480,2022,1
913501,2022,1
913631,2023,1
913631,2024,5
913631,2025,12
913631,2026,5
913775,2024,1
913847,2022,1
913854,2021,1
913903,2021,17
913912,2022,1
913912,2023,2
913912,2024,2
913963,2025,2
914035,2022,1
914117,2022,2
914117,2023,33
914117,2024,33
914117,2025,12
914148,2023,2
914148,2024,1
914182,2020,1
914182,2021,12
914182,2022,21
914182,2023,28
914182,2024,26
914182,2025,20
914182,2026,3
914276,2025,1
914276,2026,3
914441,2010,1
914441,2016,1
914441,2023,19
914441,2024,27
914441,2025,6
914441,2026,1
914696,2021,3
914696,2022,1
914696,2023,3
914696,2024,3
914696,2025,4
914901,2023,1
915181,2021,9
915224,2021,1
915251,2021,2
915251,2024,5
915251,2025,2
915339,2025,1
915343,2025,7
915699,2024,2
915764,2026,1
915821,2025,1
915846,2025,1
915905,2020,21
915905,2021,122
915905,2022,561
915905,2023,570
915905,2024,289
915905,2025,354
915905,2026,26
916181,2025,2
916275,2023,4
916275,2024,1
916281,2022,2
916421,2021,1
916421,2023,2
916874,2022,2
916874,2023,4
916874,2024,12
916874,2025,9
916874,2026,1
916954,2022,1
916954,2023,2
916954,2024,3
916997,2023,1
917089,2024,2
917092,2021,18
917092,2022,9
917092,2023,1
917092,2024,5
917092,2025,2
917218,2025,3
917244,2024,12
917244,2025,55
917440,2022,16
917454,2021,35
917454,2022,285
917454,2023,141
917454,2024,71
917454,2025,22
917527,2022,12
917672,2024,1
917672,2025,1
917922,2022,2
917947,2021,1
917947,2022,14
917947,2023,12
917947,2024,16
917947,2025,57
917947,2026,5
918048,2023,3
919047,2024,3
919047,2025,3
919134,2021,5
919134,2022,3
919134,2023,4
919134,2025,13
919134,2026,2
919316,2021,3
919316,2022,18
919316,2023,23
919316,2024,6
919316,2025,11
919782,2023,1
919782,2024,11
919782,2025,4
919994,2023,1
919994,2024,3
919994,2025,1
920272,2025,6
920324,2022,1
920773,2025,3
920947,2022,2
921046,2024,1
921259,2022,35
921259,2023,36
921259,2024,7
921259,2025,1
921274,2022,2
921362,2021,30
921362,2022,22
921362,2023,28
921362,2024,12
921362,2025,9
921362,2026,1
921367,2024,1
921367,2025,2
921372,2025,11
921589,2022,3
921671,2021,1
921749,2020,1
921749,2021,5
921937,2022,1
921937,2023,4
921937,2024,3
921937,2025,16
921937,2026,3
922006,2021,2
922006,2025,5
922006,2026,3
922168,2024,1
922186,2025,1
922200,2025,5
922255,2022,2
922262,2022,6
922262,2023,9
922262,2024,3
922262,2025,1
922363,2025,6
922363,2026,2
922411,2022,9
922411,2023,10
922411,2024,23
922411,2025,15
922550,2025,1
922550,2026,1
922555,2021,1
922555,2022,3
922555,2023,1
922603,2024,8
922603,2025,52
922619,2023,1
922619,2024,1
922673,2023,5
922673,2024,1
922673,2025,1
922692,2022,1
922807,2021,4
922807,2022,9
922807,2023,17
922807,2024,11
922807,2025,12
922807,2026,1
922859,2024,1
923031,2020,5
923031,2021,19
923031,2022,23
923031,2023,7
923031,2024,9
923031,2025,11
923063,2021,1
923063,2022,1
923063,2023,2
923075,2023,1
923075,2024,6
923076,2020,1
923076,2021,21
923076,2022,42
923076,2023,28
923076,2024,129
923076,2025,137
923076,2026,7
923090,2022,3
923105,2021,1
923471,2025,1
923970,2024,1
923970,2025,5
924102,2021,1
924137,2021,1
924137,2022,5
924137,2023,11
924137,2024,14
924137,2025,39
924137,2026,11
924274,2025,1
924341,2023,3
924454,2024,1
924454,2025,1
924530,2022,1
924742,2025,1
924746,2021,1
924746,2022,2
924746,2025,2
925472,2021,1
925472,2022,10
925472,2023,2
925472,2024,10
925472,2025,2
925704,2025,4
925959,2023,2
925959,2024,7
925959,2025,14
925959,2026,2
926101,2024,1
926247,2021,1
926351,2025,4
926363,2026,2
926745,2025,2
926745,2026,1
926795,2022,1
926795,2023,1
926979,2022,3
926979,2023,5
926979,2024,1
926979,2025,3
926979,2026,1
927576,2021,1
927676,2021,3
927677,2024,1
927677,2025,5
927769,2024,2
927769,2025,3
927848,2021,1
927848,2022,1
927899,2021,1
928324,2022,1
928584,2022,12
928584,2023,2
928627,2022,2
928627,2023,2
928673,2021,2
928673,2022,1
928673,2023,2
928776,2023,5
928776,2025,1
928776,2026,3
928797,2023,1
928797,2024,3
928797,2025,2
929051,2023,1
929262,2025,1
929428,2023,14
929428,2024,25
929428,2025,54
929428,2026,21
929633,2023,25
929633,2024,25
929833,2021,1
929833,2022,2
929833,2023,4
929833,2024,1
930019,2022,8
930019,2023,1
930035,2023,1
930149,2024,1
930585,2024,7
930585,2025,4
931039,2023,3
931039,2024,2
931039,2025,2
931039,2026,1
931051,2020,1
931051,2021,3
931051,2022,15
931051,2023,4
931051,2024,5
931051,2025,4
931056,2024,1
931067,2023,1
931067,2024,2
931191,2025,1
931233,2025,1
931578,2021,1
931578,2023,1
931591,2022,1
931591,2025,14
931846,2021,17
931846,2022,13
931846,2023,6
931846,2024,11
931846,2025,7
932029,2021,2
932347,2021,2
932371,2024,2
932371,2025,47
932371,2026,15
932558,2025,2
932584,2020,1
932584,2021,7
932584,2022,3
932584,2023,1
932660,2025,1
933022,2024,1
933022,2025,6
933068,2023,10
933068,2024,3
933068,2025,25
933068,2026,4
933072,2021,21
933072,2022,36
933072,2023,11
933072,2024,8
933453,2021,3
933453,2022,4
933453,2024,2
933453,2025,1
933453,2026,1
933565,2020,2
933565,2021,7
933565,2022,15
933565,2023,32
933565,2024,2
933565,2025,5
933569,2025,1
933583,2022,1
933583,2023,2
933583,2024,1
933650,2024,1
933650,2025,2
933871,2021,1
933887,2023,1
933970,2025,6
934015,2024,1
934015,2026,1
934098,2020,1
934098,2021,1
934098,2022,5
934178,2022,3
934460,2022,1
934460,2023,3
934460,2024,3
934460,2025,2
934460,2026,1
934635,2020,3
934635,2021,2
934635,2022,4
935044,2025,3
935059,2023,5
935059,2024,3
935059,2025,3
935287,2024,2
935287,2025,42
935287,2026,3
935578,2024,1
935792,2020,5
935792,2021,62
935792,2022,168
935792,2023,151
935792,2024,116
935792,2025,188
935792,2026,11
936275,2025,5
936275,2026,1
936321,2024,8
936321,2025,8
936338,2026,9
936399,2022,3
936399,2023,23
936399,2024,8
936399,2025,7
936534,2025,117
936611,2020,2
936611,2021,7
936611,2022,60
936611,2023,364
936611,2024,599
936611,2025,32
936611,2026,2
936658,2020,1
936658,2021,3
936658,2022,37
936658,2023,699
936658,2024,413
936658,2025,166
936658,2026,67
936891,2023,1
936891,2024,3
936891,2025,1
936891,2026,1
936950,2022,6
937119,2022,1
937229,2022,4
937229,2023,3
937229,2024,1
937229,2025,1
937304,2024,1
937309,2021,4
937309,2022,11
937414,2025,1
937934,2024,30
937934,2025,31
937978,2024,1
938055,2023,3
938055,2024,3
938055,2025,3
938381,2022,6
938383,2023,1
938383,2024,3
938383,2025,9
938474,2026,1
938504,2022,2
938504,2023,3
938504,2024,10
938504,2025,6
938788,2021,1
938845,2023,1
939062,2023,2
939114,2020,10
939114,2021,45
939114,2022,38
939114,2023,37
939114,2024,46
939114,2025,36
939114,2026,5
939538,2022,1
939538,2023,3
939538,2024,1
939538,2025,2
939538,2026,2
939555,2023,1
939555,2024,1
939555,2025,1
939738,2024,4
939738,2025,25
939738,2026,5
939888,2025,1
939889,2021,17
939889,2022,6
939889,2023,3
939889,2025,3
940015,2025,6
940015,2026,1
940077,2025,3
940229,2018,2
940229,2019,6
940229,2020,17
940229,2021,229
940229,2022,420
940229,2023,488
940229,2024,425
940229,2025,616
940229,2026,78
940528,2022,1
940528,2023,20
940528,2024,5
940528,2025,7
940720,2026,1
940840,2024,2
940948,2024,3
940948,2025,25
941250,2022,3
941409,2022,1
941595,2021,2
941595,2022,6
941595,2023,22
941595,2024,58
941595,2025,11
942224,2021,1
942224,2022,4
942224,2023,1
942224,2024,3
942224,2025,5
942358,2021,1
942358,2025,4
942391,2024,6
942525,2024,1
942657,2021,2
942702,2021,4
942702,2022,3
942702,2023,2
942702,2024,7
942702,2025,3
942796,2021,4
942796,2022,5
942796,2023,4
942796,2024,1
942796,2025,5
942796,2026,1
943325,2022,4
943325,2023,4
943325,2024,12
943325,2025,13
943325,2026,1
943383,2022,5
943407,2022,3
943407,2023,5
943407,2024,4
943407,2025,17
943407,2026,8
943497,2025,1
943508,2025,8
943508,2026,3
943548,2025,2
943548,2026,1
943672,2025,2
943676,2025,1
943754,2025,1
943759,2024,3
944092,2021,2
944238,2020,1
944238,2021,1
944243,2024,1
944563,2024,1
944563,2025,3
944927,2021,1
944927,2022,6
944927,2023,13
944927,2024,4
945006,2022,2
945233,2022,2
945433,2022,1
945433,2024,2
945534,2026,1
945570,2025,1
945606,2024,2
945681,2022,1
945881,2021,24
945881,2022,16
945881,2023,7
946234,2024,1
946234,2025,130
946234,2026,20
946350,2023,3
946350,2024,6
946350,2025,1
946490,2022,27
946490,2023,8
946490,2024,2
946666,2021,1
947014,2023,3
947014,2025,1
947234,2021,4
947234,2022,3
947234,2023,8
947234,2024,2
947234,2025,6
947234,2026,1
947410,2020,2
947410,2021,4
947410,2022,10
947410,2023,13
947410,2024,17
947410,2025,6
947501,2020,1
947501,2021,7
947501,2022,11
947501,2023,22
947501,2024,36
947501,2025,30
947501,2026,9
947678,2020,1
947678,2021,11
947678,2022,31
947678,2023,33
947678,2024,35
947678,2025,19
947678,2026,1
947801,2021,8
947801,2023,6
947801,2024,5
947801,2025,14
947801,2026,2
948212,2023,5
948212,2024,5
948212,2025,12
948528,2023,3
948528,2024,6
948738,2024,8
948929,2024,1
948929,2025,5
949037,2024,1
949037,2025,7
949223,2020,2
949223,2021,16
949223,2022,43
949223,2023,33
949223,2024,23
949223,2025,8
949479,2020,2
949479,2021,1
949741,2025,1
949765,2025,1
949969,2022,2
949969,2023,1
949969,2024,1
949969,2025,4
949969,2026,3
950155,2023,12
950155,2024,19
950155,2025,8
950155,2026,1
950225,2020,1
950225,2021,14
950225,2022,37
950225,2023,96
950225,2024,96
950225,2025,104
950225,2026,19
950402,2022,8
950527,2022,3
950735,2020,1
950735,2021,6
950735,2022,6
950735,2023,14
950735,2024,10
950735,2025,14
950735,2026,1
950845,2023,1
950845,2024,3
950845,2025,5
950874,2024,3
950874,2025,2
950874,2026,1
950990,2025,1
951665,2023,3
951665,2024,4
951665,2025,41
951665,2026,12
951878,2022,1
951964,2023,8
951964,2024,1
952140,2021,1
952140,2022,4
952140,2023,2
952140,2024,2
952140,2025,3
952270,2024,1
952420,2022,7985
952420,2023,1691
952420,2024,398
952420,2025,268
952420,2026,35
952440,2022,1
952440,2023,19
952440,2024,34
952440,2025,25
952440,2026,3
953223,2021,5
953223,2022,6
953223,2023,2
953223,2024,9
953223,2025,12
953223,2026,2
953287,2025,10
953287,2026,1
953444,2025,1
953507,2024,1
953620,2023,1
953700,2021,1
953880,2025,4
953882,2023,6
953882,2024,18
953882,2025,20
953882,2026,17
953990,2023,4
953995,2024,2
953995,2025,1
954048,2022,1
954048,2023,2
954048,2025,5
954139,2022,6
954139,2023,12
954194,2024,2
954194,2025,21
954194,2026,8
954234,2025,3
954485,2025,4
954606,2022,1
954606,2023,7
954606,2025,2
954613,2022,4
954613,2023,2
954613,2025,2
954649,2021,4
954649,2022,4
954649,2023,39
954649,2024,18
954649,2025,14
954649,2026,3
954851,2021,3
955048,2021,15
955048,2022,9
955048,2023,22
955048,2024,23
955054,2022,1
955185,2021,16
955185,2022,62
955185,2023,38
955185,2024,40
955185,2025,41
955185,2026,5
955435,2024,21
955435,2025,215
955528,2024,1
955530,2023,1
955553,2024,1
955553,2025,2
955772,2025,8
956026,2023,1
956026,2024,2
956099,2024,18
956099,2025,7
956099,2026,5
956246,2024,5
956256,2022,1
956391,2022,9
956391,2023,45
956391,2024,37
956391,2025,33
956391,2026,9
956403,2025,1
956403,2026,1
956423,2024,5
956423,2025,7
956549,2021,1
956741,2022,1
956763,2023,2
956763,2024,1
956763,2025,6
957116,2020,1
957116,2022,2
957195,2022,1
957195,2023,1
957195,2025,10
957195,2026,7
957281,2021,27
957281,2022,47
957281,2023,54
957281,2024,44
957281,2025,38
957281,2026,4
957413,2022,1
957419,2023,2
957737,2023,5
957737,2024,5
957737,2025,10
957737,2026,3
957958,2022,1
958182,2021,6
958182,2022,5
958182,2023,15
958182,2024,15
958182,2025,25
958182,2026,5
958259,2022,1
958299,2022,1
958520,2026,2
959073,2025,8
959073,2026,4
959215,2025,1
959638,2023,11
959638,2024,6
959948,2021,3
960013,2021,2
960013,2022,21
960013,2023,23
960013,2024,41
960013,2025,8
960013,2026,3
960130,2024,1
960130,2025,1
960308,2023,1
960308,2024,7
960381,2024,2
960533,2025,8
960789,2023,15
960789,2024,60
960789,2025,23
961059,2022,2
961059,2023,113
961059,2024,46
961059,2025,7
961059,2026,9
961100,2023,18
961100,2024,11
961254,2023,1
961254,2024,2
961308,2024,1
961329,2025,2
961512,2020,4
961512,2021,30
961512,2022,99
961512,2023,44
961512,2024,44
961512,2025,61
961512,2026,7
961524,2025,1
961779,2024,1
961779,2025,1
961854,2022,1
961854,2023,142
961854,2024,94
961854,2025,11
961854,2026,1
962307,2025,9
962307,2026,1
962497,2024,1
962574,2023,1
962613,2024,27
962613,2025,233
962772,2023,1
962772,2024,2
962772,2025,1
962865,2024,1
962865,2025,1
963306,2021,1
963400,2021,11
963400,2022,5
963400,2023,1
963400,2024,6
963400,2025,4
963483,2025,1
963483,2026,2
963690,2022,5
963816,2021,1
963816,2022,13
963816,2023,49
963816,2024,33
963816,2025,6
963816,2026,1
964057,2022,1
964544,2025,1
964725,2025,3
964981,2021,1
965059,2022,1
965563,2021,1
965811,2022,1
965811,2025,7
965811,2026,11
965874,2025,1
965930,2024,2
965930,2026,1
966158,2020,2
966158,2021,149
966158,2022,252
966158,2023,92
966158,2024,107
966158,2025,162
966158,2026,25
966429,2021,3
966429,2022,2
966461,2025,5
966541,2025,1
966644,2022,19
966644,2023,156
966644,2024,78
966644,2025,111
966644,2026,7
966732,2025,2
966774,2021,7
966774,2022,6
966774,2023,1
966774,2024,5
966774,2025,3
966783,2023,1
966783,2026,3
966862,2023,3
967071,2021,1
967071,2022,7
967071,2023,53
967071,2024,91
967071,2025,65
967190,2020,1
967422,2023,2
967652,2023,1
967652,2024,1
967652,2025,1
967652,2026,2
967680,2021,2
967680,2022,3
967680,2023,19
967680,2024,20
967680,2025,3
968042,2023,1
968042,2024,1
968110,2025,7
968110,2026,3
968246,2021,1
968246,2022,6
968246,2023,11
968246,2024,26
968246,2025,8
968246,2026,1
968346,2023,44
968510,2021,1
968565,2024,1
968565,2025,5
968710,2023,4
968761,2024,4
968761,2025,13
969022,2020,1
969022,2021,2
969022,2022,2
969022,2023,48
969022,2024,50
969355,2023,1
969631,2026,1
970448,2021,2
970845,2020,1
970845,2021,43
970845,2022,106
970845,2023,6
970845,2024,2
970845,2025,9
970845,2026,2
970980,2024,2
971297,2022,1
971348,2021,1
971348,2022,1
971392,2020,1
971392,2021,2
971392,2023,5
971392,2024,2
971453,2022,1
971453,2025,3
971829,2023,30
971829,2024,19
971829,2026,2
971976,2023,1
971976,2024,1
972008,2024,9
972008,2025,3
972088,2022,1
972198,2023,1
972198,2024,2
972351,2025,6
972393,2024,1
972403,2022,5
972403,2023,17
972403,2024,15
972403,2025,10
972403,2026,5
972498,2024,2
972713,2023,5
972713,2024,3
972713,2025,1
972735,2021,1
972735,2022,7
972735,2023,8
972735,2024,7
972735,2025,13
972735,2026,7
972795,2022,3
972866,2023,5
973052,2025,14
973052,2026,6
973101,2020,1
973101,2021,5
973101,2022,14
973101,2023,9
973101,2024,11
973101,2025,9
973101,2026,3
973318,2024,4
973318,2025,4
973318,2026,4
973447,2019,1
973463,2021,6
973463,2022,5
973463,2024,2
973630,2022,1
973737,2021,2
973737,2022,2
973737,2025,20
973749,2021,3
973749,2022,11
973749,2023,14
973749,2024,8
973749,2025,6
973789,2022,43
973789,2023,167
973789,2024,131
973789,2025,98
973789,2026,18
973924,2021,2
973924,2022,7
973924,2023,6
973924,2024,4
973924,2025,4
973924,2026,2
973952,2023,1
973952,2024,2
973952,2026,1
973993,2022,3
974105,2022,3
974560,2021,1
974560,2022,2
974560,2024,3
974560,2025,5
974668,2024,5
974668,2025,5
974668,2026,2
974688,2025,1
974863,2025,1
974909,2026,3
974968,2024,3
974968,2025,9
975477,2024,4
975477,2025,2
975839,2022,1
975934,2023,9
975934,2024,2
975944,2022,1
975957,2024,4
976078,2020,10
976078,2021,36
976078,2022,91
976078,2023,38
976078,2024,61
976078,2025,28
976078,2026,4
976209,2025,1
976997,2019,2
977104,2020,127
977104,2021,253
977104,2022,128
977198,2021,2
977198,2023,3
977198,2024,35
977198,2025,32
977198,2026,1
977219,2021,4
977615,2023,4
977615,2024,1
977615,2025,4
977799,2023,1
977995,2025,4
978001,2024,11
978001,2025,7
978182,2022,2
978182,2023,4
978206,2023,2
978206,2024,4
978382,2025,3
978383,2025,1
978658,2024,4
978658,2025,2
979203,2022,2
979281,2020,2
979281,2021,3
979281,2022,2
979281,2023,1
979281,2024,1
979281,2025,2
979314,2026,1
979659,2022,1
979659,2023,1
979690,2021,12
979690,2022,2
979690,2023,8
979690,2024,7
979690,2025,13
979690,2026,5
979802,2024,1
979958,2024,1
979991,2022,32
979991,2023,76
979991,2024,5
980434,2025,1
980769,2025,1
980872,2021,2
980872,2022,3
980920,2025,5
981014,2025,8
981192,2021,2
981192,2022,3
981192,2026,1
981200,2022,1
981214,2023,2
981214,2024,5
981214,2025,3
981393,2021,1
981436,2025,1
981483,2025,4
981501,2020,4
981501,2021,187
981501,2022,157
981501,2023,221
981501,2024,147
981501,2025,181
981501,2026,36
981697,2023,1
981697,2024,5
982005,2021,13
982074,2022,9
982074,2023,15
982074,2024,19
982074,2025,86
982074,2026,7
982087,2024,10
982087,2025,81
982117,2024,1
983084,2022,1
983084,2023,1
983084,2024,1
983084,2025,7
983672,2026,1
983733,2020,2
983733,2021,1
983733,2022,8
983733,2023,47
983733,2024,40
983733,2025,42
983733,2026,4
983784,2022,7
983784,2023,3
983784,2024,1
984574,2024,2
984574,2025,1
984909,2020,3
984909,2021,43
984909,2022,140
984909,2023,483
984909,2024,431
984909,2025,235
984909,2026,33
985344,2025,1
985344,2026,1
986036,2023,1
986109,2022,16
986121,2020,5
986121,2021,7
986121,2022,10
986121,2023,6
986121,2024,8
986121,2025,10
986121,2026,1
986602,2021,2
986903,2020,1
986903,2021,11
